지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
133,대전,2018-06-03 11:00,26.1,,.4,41,
133,대전,2018-06-03 12:00,27.9,,1,33,
133,대전,2018-06-03 13:00,29,,1.6,30,
133,대전,2018-06-03 14:00,29.9,,1.2,29,
133,대전,2018-06-03 15:00,30.2,,1.4,28,
133,대전,2018-06-03 16:00,31,,2,28,
133,대전,2018-06-03 17:00,30.8,,2.5,30,
133,대전,2018-06-03 18:00,29.9,,2.2,32,
133,대전,2018-06-03 19:00,27.6,,1.9,37,
133,대전,2018-06-03 20:00,25.4,,.9,42,
133,대전,2018-06-03 21:00,23.9,,1.4,44,
133,대전,2018-06-03 22:00,23.5,,2.2,57,
133,대전,2018-06-03 23:00,22.2,,1.4,58,
133,대전,2018-06-04 00:00,21.6,,2.7,50,
133,대전,2018-06-04 01:00,21,,1.8,53,
133,대전,2018-06-04 02:00,20.5,,1.6,56,
133,대전,2018-06-04 03:00,19.8,,1.3,59,
133,대전,2018-06-04 04:00,18.6,,1.4,71,
133,대전,2018-06-04 05:00,18.3,,1.3,70,
133,대전,2018-06-04 06:00,18.1,,1,73,
133,대전,2018-06-04 07:00,18.6,,.5,71,
133,대전,2018-06-04 08:00,20.7,,.3,64,
133,대전,2018-06-04 09:00,22.7,,1.6,53,
133,대전,2018-06-04 10:00,24.8,,.9,44,
133,대전,2018-06-04 11:00,26.2,,1,43,
133,대전,2018-06-04 12:00,27.6,,1.2,44,
133,대전,2018-06-04 13:00,29,,1.9,37,
133,대전,2018-06-04 14:00,28.6,,2.5,37,
133,대전,2018-06-04 15:00,29.2,,2.4,42,
133,대전,2018-06-04 16:00,28.7,,2,43,
133,대전,2018-06-04 17:00,27.6,,2.5,45,
133,대전,2018-06-04 18:00,26.1,,2.8,51,
133,대전,2018-06-04 19:00,25.1,,1.5,58,
133,대전,2018-06-04 20:00,23.8,,.9,63,
133,대전,2018-06-04 21:00,23.1,,.5,66,
133,대전,2018-06-04 22:00,22.9,,1.3,57,
133,대전,2018-06-04 23:00,22.4,,2.4,59,
133,대전,2018-06-05 00:00,21.7,0,2.7,65,
133,대전,2018-06-05 01:00,20.6,.1,1.4,70,
133,대전,2018-06-05 02:00,19.9,0,1,83,
133,대전,2018-06-05 03:00,19.6,0,.7,84,
133,대전,2018-06-05 04:00,19.6,0,.8,83,
133,대전,2018-06-05 05:00,19.6,0,.7,83,
133,대전,2018-06-05 06:00,19.4,,0,84,
133,대전,2018-06-05 07:00,20.3,,.1,82,
133,대전,2018-06-05 08:00,21.4,,1.6,79,
133,대전,2018-06-05 09:00,23.6,,1.3,67,
133,대전,2018-06-05 10:00,25.1,,1.6,57,
133,대전,2018-06-05 11:00,26.6,,1.1,51,
133,대전,2018-06-05 12:00,27.8,,1.9,49,
133,대전,2018-06-05 13:00,28,,1.4,46,
133,대전,2018-06-05 14:00,28.4,,.7,47,
133,대전,2018-06-05 15:00,28.3,,1,45,
133,대전,2018-06-05 16:00,27.8,,1.1,50,
133,대전,2018-06-05 17:00,27.4,,2.1,48,
133,대전,2018-06-05 18:00,27.4,,1.7,49,
133,대전,2018-06-05 19:00,26,,1.7,54,
133,대전,2018-06-05 20:00,25,,1.6,59,
133,대전,2018-06-05 21:00,23.8,,1.1,65,
133,대전,2018-06-05 22:00,23,,1.4,73,
133,대전,2018-06-05 23:00,21.9,,1,75,
133,대전,2018-06-06 00:00,21.4,,1.1,77,
133,대전,2018-06-06 01:00,20.9,,1.5,80,
133,대전,2018-06-06 02:00,20.4,,1.4,80,
133,대전,2018-06-06 03:00,20,,.6,82,
133,대전,2018-06-06 04:00,19.6,,.5,84,
133,대전,2018-06-06 05:00,19.1,,.9,87,
133,대전,2018-06-06 06:00,18.9,,1.1,88,
133,대전,2018-06-06 07:00,19.4,,.7,87,
133,대전,2018-06-06 08:00,20.7,,.1,80,
133,대전,2018-06-06 09:00,23.1,,.7,70,
133,대전,2018-06-06 10:00,24.7,,1,63,
133,대전,2018-06-06 11:00,26.5,,1,57,
133,대전,2018-06-06 12:00,27.8,,1.1,54,
133,대전,2018-06-06 13:00,28.8,,1.4,50,
133,대전,2018-06-06 14:00,29.9,,1.1,47,
133,대전,2018-06-06 15:00,30.4,,1.7,46,
133,대전,2018-06-06 16:00,30.4,,1.4,43,
133,대전,2018-06-06 17:00,30.3,,1.2,43,
133,대전,2018-06-06 18:00,29.9,,1.3,48,
133,대전,2018-06-06 19:00,27.3,,2.6,62,
133,대전,2018-06-06 20:00,25.3,,1.1,69,
133,대전,2018-06-06 21:00,24.5,,.9,73,
133,대전,2018-06-06 22:00,23.8,,.6,75,
133,대전,2018-06-06 23:00,22.9,,.2,79,
133,대전,2018-06-07 00:00,22.3,,.7,81,
133,대전,2018-06-07 01:00,21.5,,.6,84,
133,대전,2018-06-07 02:00,20.6,,1.2,88,
133,대전,2018-06-07 03:00,20.5,,.2,89,
133,대전,2018-06-07 04:00,20.8,,.3,90,
133,대전,2018-06-07 05:00,21,,.7,87,
133,대전,2018-06-07 06:00,21,,.8,88,
133,대전,2018-06-07 07:00,21,,1.2,89,
133,대전,2018-06-07 08:00,21.4,,1.6,86,
133,대전,2018-06-07 09:00,22.1,,1.3,81,
133,대전,2018-06-07 10:00,22.8,,1.3,79,
133,대전,2018-06-07 11:00,24.3,,1.5,71,
133,대전,2018-06-07 12:00,26.8,,1.1,59,
133,대전,2018-06-07 13:00,28.2,,2.5,54,
133,대전,2018-06-07 14:00,29.1,,2,48,
133,대전,2018-06-07 15:00,29.8,,1.1,48,
133,대전,2018-06-07 16:00,30.1,,1.4,47,
133,대전,2018-06-07 17:00,30.1,,1.2,48,
133,대전,2018-06-07 18:00,29,,1.2,53,
133,대전,2018-06-07 19:00,28.2,,1,54,
133,대전,2018-06-07 20:00,25.8,,1.4,65,
133,대전,2018-06-07 21:00,24.5,,.5,68,
133,대전,2018-06-07 22:00,23.8,,.4,68,
133,대전,2018-06-07 23:00,23.1,,1.2,71,
133,대전,2018-06-08 00:00,22.7,,.9,82,
133,대전,2018-06-08 01:00,21.7,,1,78,
133,대전,2018-06-08 02:00,20.9,,.4,82,
133,대전,2018-06-08 03:00,20.5,,1.7,83,
133,대전,2018-06-08 04:00,20.1,,.6,84,
133,대전,2018-06-08 05:00,19.7,,0,85,
133,대전,2018-06-08 06:00,19.7,,1.1,88,
133,대전,2018-06-08 07:00,20.1,,.6,85,
133,대전,2018-06-08 08:00,20.6,,1.4,84,
133,대전,2018-06-08 09:00,21.2,,1.6,81,
133,대전,2018-06-08 10:00,20.8,,2.3,79,
133,대전,2018-06-08 11:00,22.3,,1.5,74,
133,대전,2018-06-08 12:00,23.8,,2.1,64,
133,대전,2018-06-08 13:00,25.7,,.8,58,
133,대전,2018-06-08 14:00,26.5,,1.3,54,
133,대전,2018-06-08 15:00,27.1,,1.1,54,
133,대전,2018-06-08 16:00,27.5,,1.4,54,
133,대전,2018-06-08 17:00,26.9,,1.5,57,
133,대전,2018-06-08 18:00,25.6,,1.6,63,
133,대전,2018-06-08 19:00,24.8,,2.2,67,
133,대전,2018-06-08 20:00,23,,1.9,73,
133,대전,2018-06-08 21:00,22,,1.4,77,
133,대전,2018-06-08 22:00,21.4,,.6,78,
133,대전,2018-06-08 23:00,20.6,,1.4,81,
133,대전,2018-06-09 00:00,20.1,,.4,83,
133,대전,2018-06-09 01:00,19.6,,.1,86,
133,대전,2018-06-09 02:00,19,,.1,87,
133,대전,2018-06-09 03:00,18.6,,.2,89,
133,대전,2018-06-09 04:00,18.2,,.4,91,
133,대전,2018-06-09 05:00,17.8,,.1,93,
133,대전,2018-06-09 06:00,17.7,,.6,95,
133,대전,2018-06-09 07:00,19.1,,.3,92,
133,대전,2018-06-09 08:00,21.6,,1.2,80,
133,대전,2018-06-09 09:00,24.4,,4.3,65,
133,대전,2018-06-09 10:00,26.1,,4.3,58,
133,대전,2018-06-09 11:00,27.5,,4.1,55,
133,대전,2018-06-09 12:00,28.5,,4.6,52,
133,대전,2018-06-09 13:00,28.6,,5.5,53,
133,대전,2018-06-09 14:00,28.2,,4.6,53,
133,대전,2018-06-09 15:00,28.9,,3.9,51,
133,대전,2018-06-09 16:00,27.1,,3.8,55,
133,대전,2018-06-09 17:00,25.7,,4.7,58,
133,대전,2018-06-09 18:00,24.8,,4.4,59,
133,대전,2018-06-09 19:00,24.4,,3.7,57,
133,대전,2018-06-09 20:00,23.8,,4.7,60,
133,대전,2018-06-09 21:00,23.1,,4,60,
133,대전,2018-06-09 22:00,22.2,0,4.7,62,
133,대전,2018-06-09 23:00,19.3,.6,5.5,80,
133,대전,2018-06-10 00:00,18.8,.1,2,79,
133,대전,2018-06-10 01:00,18.7,,3.8,76,
133,대전,2018-06-10 02:00,18.8,,3.9,73,
133,대전,2018-06-10 03:00,18.9,0,3,72,
133,대전,2018-06-10 04:00,18.6,,1.9,74,
133,대전,2018-06-10 05:00,18.6,,1.6,74,
133,대전,2018-06-10 06:00,18.5,,1.9,74,
133,대전,2018-06-10 07:00,19.6,,2.6,73,
133,대전,2018-06-10 08:00,20.8,,4.5,68,
133,대전,2018-06-10 09:00,22.3,,5.5,65,
133,대전,2018-06-10 10:00,23.2,,5.2,60,
133,대전,2018-06-10 11:00,23.8,,4.6,59,
133,대전,2018-06-10 12:00,25.1,,4.5,57,
133,대전,2018-06-10 13:00,25.4,,4.8,55,
133,대전,2018-06-10 14:00,25.6,,4,56,
133,대전,2018-06-10 15:00,24.9,,3.5,59,
133,대전,2018-06-10 16:00,24.9,,3.4,57,
133,대전,2018-06-10 17:00,23.6,,3.2,62,
133,대전,2018-06-10 18:00,23,,3.7,63,
133,대전,2018-06-10 19:00,22.3,,3.8,67,
133,대전,2018-06-10 20:00,21.5,,2.9,69,
133,대전,2018-06-10 21:00,20.8,,4.6,71,
133,대전,2018-06-10 22:00,20.2,0,3.2,73,
133,대전,2018-06-10 23:00,19.8,,4,72,
133,대전,2018-06-11 00:00,19.4,,4.6,73,
133,대전,2018-06-11 01:00,19.1,,4.1,74,
133,대전,2018-06-11 02:00,18.8,,3.7,74,
133,대전,2018-06-11 03:00,18.6,,3.5,74,
133,대전,2018-06-11 04:00,18.5,,2.8,75,
133,대전,2018-06-11 05:00,18.3,,2.2,77,
133,대전,2018-06-11 06:00,18.1,,1.9,78,
133,대전,2018-06-11 07:00,18.3,,2.4,79,
133,대전,2018-06-11 08:00,18.5,,1.9,77,
133,대전,2018-06-11 09:00,19,,4.1,75,
133,대전,2018-06-11 10:00,20.6,,3.1,71,
133,대전,2018-06-11 11:00,22.8,,3,64,
133,대전,2018-06-11 12:00,23,,2,62,
133,대전,2018-06-11 13:00,23.4,,2.9,63,
133,대전,2018-06-11 14:00,23.1,,2.4,64,
133,대전,2018-06-11 15:00,22.3,,1.1,65,
133,대전,2018-06-11 16:00,23.1,,1.7,64,
133,대전,2018-06-11 17:00,22.9,,.9,65,
133,대전,2018-06-11 18:00,22.4,,1.3,67,
133,대전,2018-06-11 19:00,21.7,,1.9,66,
133,대전,2018-06-11 20:00,21.2,0,2,69,
133,대전,2018-06-11 21:00,20.3,0,1.9,75,
133,대전,2018-06-11 22:00,19.8,,1.1,79,
133,대전,2018-06-11 23:00,19.6,,2.3,76,
133,대전,2018-06-12 00:00,19.6,,1.9,75,
133,대전,2018-06-12 01:00,19.3,,1.6,76,
133,대전,2018-06-12 02:00,19.2,,.4,78,
133,대전,2018-06-12 03:00,19,,1,83,
133,대전,2018-06-12 04:00,18.7,,1.3,83,
133,대전,2018-06-12 05:00,18.4,,1.2,86,
133,대전,2018-06-12 06:00,18.4,0,.6,89,
133,대전,2018-06-12 07:00,18.8,.1,.4,90,
133,대전,2018-06-12 08:00,19.1,,.8,87,
133,대전,2018-06-12 09:00,20.1,,.6,84,
133,대전,2018-06-12 10:00,21.1,,1.8,79,
133,대전,2018-06-12 11:00,23,,1,68,
133,대전,2018-06-12 12:00,23.6,,1.1,66,
133,대전,2018-06-12 13:00,22.8,0,1.6,72,
133,대전,2018-06-12 14:00,25,,1.9,64,
133,대전,2018-06-12 15:00,24,,3,67,
133,대전,2018-06-12 16:00,24.4,,1.2,66,
133,대전,2018-06-12 17:00,24.5,,2.9,64,
133,대전,2018-06-12 18:00,24,,2.3,66,
133,대전,2018-06-12 19:00,23.5,,1.5,67,
133,대전,2018-06-12 20:00,22.1,,2.2,74,
133,대전,2018-06-12 21:00,21.2,,1.9,76,
133,대전,2018-06-12 22:00,20.6,,1.3,79,
133,대전,2018-06-12 23:00,20,,1.5,81,
133,대전,2018-06-13 00:00,19.1,,.8,87,
133,대전,2018-06-13 01:00,18.3,,1.3,90,
133,대전,2018-06-13 02:00,17.9,,1,91,
133,대전,2018-06-13 03:00,17.6,,1.8,92,
133,대전,2018-06-13 04:00,17,,.3,93,
133,대전,2018-06-13 05:00,16.7,,1.6,94,
133,대전,2018-06-13 06:00,16.6,,.2,94,
133,대전,2018-06-13 07:00,17.5,,1.1,91,
133,대전,2018-06-13 08:00,19.4,,.2,84,
133,대전,2018-06-13 09:00,21.8,,1.1,73,
133,대전,2018-06-13 10:00,21.9,,1,74,
133,대전,2018-06-13 11:00,24.4,,1.8,64,
133,대전,2018-06-13 12:00,25.7,,1.8,59,
133,대전,2018-06-13 13:00,27.3,,1.5,53,
133,대전,2018-06-13 14:00,27.8,,2.3,51,
133,대전,2018-06-13 15:00,28.4,,1.7,49,
133,대전,2018-06-13 16:00,28.2,,3,50,
133,대전,2018-06-13 17:00,27.5,,3.6,55,
133,대전,2018-06-13 18:00,26.5,,3.9,57,
133,대전,2018-06-13 19:00,25.3,,4.4,60,
133,대전,2018-06-13 20:00,24.5,,3.1,63,
133,대전,2018-06-13 21:00,23.6,,2.7,66,
133,대전,2018-06-13 22:00,23,,1.6,68,
133,대전,2018-06-13 23:00,23,,2.1,68,
133,대전,2018-06-14 00:00,22.5,,3.5,69,
133,대전,2018-06-14 01:00,21.7,0,4,75,
133,대전,2018-06-14 02:00,21.1,0,4.1,76,
133,대전,2018-06-14 03:00,20.7,,3.5,76,
133,대전,2018-06-14 04:00,19.9,,3.7,78,
133,대전,2018-06-14 05:00,19.5,0,2.3,80,
133,대전,2018-06-14 06:00,19.1,0,3.3,81,
133,대전,2018-06-14 07:00,19.4,,4.2,79,
133,대전,2018-06-14 08:00,20.7,,4.5,74,
133,대전,2018-06-14 09:00,21.6,,4,70,
133,대전,2018-06-14 10:00,23,,3.8,63,
133,대전,2018-06-14 11:00,24,,4,60,
133,대전,2018-06-14 12:00,25.5,,3.6,57,
133,대전,2018-06-14 13:00,26.6,,1.9,54,
133,대전,2018-06-14 14:00,26.9,,1.8,53,
133,대전,2018-06-14 15:00,27.5,,3.6,52,
133,대전,2018-06-14 16:00,26.2,,3.7,56,
133,대전,2018-06-14 17:00,26.4,,4.6,57,
133,대전,2018-06-14 18:00,25.3,,4.9,60,
133,대전,2018-06-14 19:00,24.1,,2.3,63,
133,대전,2018-06-14 20:00,22.9,,3.6,65,
133,대전,2018-06-14 21:00,21.7,,3.3,68,
133,대전,2018-06-14 22:00,21.1,,4.7,69,
133,대전,2018-06-14 23:00,20.4,,5.2,70,
133,대전,2018-06-15 00:00,19.7,,3.4,71,
133,대전,2018-06-15 01:00,19.2,,4,72,
133,대전,2018-06-15 02:00,18.6,,2.5,74,
133,대전,2018-06-15 03:00,17.9,,2,75,
133,대전,2018-06-15 04:00,17.3,,1.5,77,
133,대전,2018-06-15 05:00,17,,3.3,76,
133,대전,2018-06-15 06:00,17.4,,3.7,74,
133,대전,2018-06-15 07:00,18.5,,3.9,71,
133,대전,2018-06-15 08:00,20.1,,4.6,65,
133,대전,2018-06-15 09:00,21.7,,4.8,59,
133,대전,2018-06-15 10:00,22.7,,4.3,54,
133,대전,2018-06-15 11:00,23.5,,4.8,53,
133,대전,2018-06-15 12:00,24.5,,4.3,51,
133,대전,2018-06-15 13:00,25.3,,4.7,47,
133,대전,2018-06-15 14:00,25.7,,4.4,47,
133,대전,2018-06-15 15:00,26.2,,2.5,45,
133,대전,2018-06-15 16:00,26.3,,4.1,45,
133,대전,2018-06-15 17:00,26,,3.7,45,
133,대전,2018-06-15 18:00,24.9,,5.2,47,
133,대전,2018-06-15 19:00,23.5,,3.1,52,
133,대전,2018-06-15 20:00,22.3,,2.8,56,
133,대전,2018-06-15 21:00,21.2,,4.5,60,
133,대전,2018-06-15 22:00,20.3,,2.8,62,
133,대전,2018-06-15 23:00,19.4,,2.2,64,
133,대전,2018-06-16 00:00,18.4,,2.7,67,
133,대전,2018-06-16 01:00,17.6,,3.6,70,
133,대전,2018-06-16 02:00,17,,3.4,72,
133,대전,2018-06-16 03:00,16.6,,3.6,73,
133,대전,2018-06-16 04:00,16.2,,4.1,74,
133,대전,2018-06-16 05:00,16,,3.9,74,
133,대전,2018-06-16 06:00,16.1,,3.3,74,
133,대전,2018-06-16 07:00,17.6,,3.7,68,
133,대전,2018-06-16 08:00,19.4,,4.4,63,
133,대전,2018-06-16 09:00,21.5,,3.4,58,
133,대전,2018-06-16 10:00,22.9,,3.8,53,
133,대전,2018-06-16 11:00,24,,1.9,52,
133,대전,2018-06-16 12:00,25.2,,2.1,48,
133,대전,2018-06-16 13:00,25.6,,2,48,
133,대전,2018-06-16 14:00,27,,2.2,41,
133,대전,2018-06-16 15:00,27.9,,2.6,39,
133,대전,2018-06-16 16:00,28,,1.4,37,
133,대전,2018-06-16 17:00,28,,2.6,39,
133,대전,2018-06-16 18:00,27.6,,1.5,44,
133,대전,2018-06-16 19:00,26.2,,2.2,47,
133,대전,2018-06-16 20:00,24.4,,1.3,53,
133,대전,2018-06-16 21:00,23.1,,1.8,56,
133,대전,2018-06-16 22:00,22.6,,1.4,60,
133,대전,2018-06-16 23:00,21.6,,1.8,77,
133,대전,2018-06-17 00:00,20.3,,2.9,85,
133,대전,2018-06-17 01:00,19.8,,2,83,
133,대전,2018-06-17 02:00,19.4,,1.8,84,
133,대전,2018-06-17 03:00,19,,.9,86,
133,대전,2018-06-17 04:00,18,,1.4,89,
133,대전,2018-06-17 05:00,17.5,,.9,91,
133,대전,2018-06-17 06:00,17.6,,.6,91,
133,대전,2018-06-17 07:00,18.6,,.3,86,
133,대전,2018-06-17 08:00,20.6,,1.1,77,
133,대전,2018-06-17 09:00,22.1,,.5,70,
133,대전,2018-06-17 10:00,22.9,,.7,65,
133,대전,2018-06-17 11:00,23.5,,.8,64,
133,대전,2018-06-17 12:00,25.7,,1.2,54,
133,대전,2018-06-17 13:00,27.8,,1.2,50,
133,대전,2018-06-17 14:00,28.3,,1.1,48,
133,대전,2018-06-17 15:00,28.1,,1,50,
133,대전,2018-06-17 16:00,29.2,,1.6,44,
133,대전,2018-06-17 17:00,29.4,,1.9,48,
133,대전,2018-06-17 18:00,28.8,,1.6,47,
133,대전,2018-06-17 19:00,27.6,,1.8,51,
133,대전,2018-06-17 20:00,25.6,,1.5,68,
133,대전,2018-06-17 21:00,24.2,,1.3,73,
133,대전,2018-06-17 22:00,23.3,,1,75,
133,대전,2018-06-17 23:00,22.9,,.5,75,
133,대전,2018-06-18 00:00,22.3,,1.1,75,
133,대전,2018-06-18 01:00,21.8,,.7,74,
133,대전,2018-06-18 02:00,21.3,,1.3,76,
133,대전,2018-06-18 03:00,21,,.9,80,
133,대전,2018-06-18 04:00,20.6,,1.2,82,
133,대전,2018-06-18 05:00,20.3,,0,83,
133,대전,2018-06-18 06:00,20.3,,.7,84,
133,대전,2018-06-18 07:00,21.2,,.1,82,
133,대전,2018-06-18 08:00,23.1,,.8,75,
133,대전,2018-06-18 09:00,24,,.9,72,
133,대전,2018-06-18 10:00,25.7,,1.2,65,
133,대전,2018-06-18 11:00,27.9,,1.5,58,
133,대전,2018-06-18 12:00,28.7,,1.6,53,
133,대전,2018-06-18 13:00,30.1,,2.4,47,
133,대전,2018-06-18 14:00,30.9,,1.1,42,
133,대전,2018-06-18 15:00,31.2,,1.4,42,
133,대전,2018-06-18 16:00,31.9,,1,38,
133,대전,2018-06-18 17:00,31,,2.2,46,
133,대전,2018-06-18 18:00,31.1,,1.8,47,
133,대전,2018-06-18 19:00,28.9,,1.6,55,
133,대전,2018-06-18 20:00,27.2,,2.4,62,
133,대전,2018-06-18 21:00,25.7,,1.1,66,
133,대전,2018-06-18 22:00,24.9,,1.3,68,
133,대전,2018-06-18 23:00,24,,1.8,70,
133,대전,2018-06-19 00:00,23.3,,1.3,69,
133,대전,2018-06-19 01:00,22.6,,1.8,70,
133,대전,2018-06-19 02:00,22.4,,1,70,
133,대전,2018-06-19 03:00,21.6,,1,73,
133,대전,2018-06-19 04:00,21,,.7,76,
133,대전,2018-06-19 05:00,20.5,,1,78,
133,대전,2018-06-19 06:00,20.1,,.6,84,
133,대전,2018-06-19 07:00,21,,.3,81,
133,대전,2018-06-19 08:00,21.9,,.8,74,
133,대전,2018-06-19 09:00,22.8,,.7,70,
133,대전,2018-06-19 10:00,23.9,,1.3,66,
133,대전,2018-06-19 11:00,24.5,0,1.4,65,
133,대전,2018-06-19 12:00,23.9,0,1.3,70,
133,대전,2018-06-19 13:00,23,.1,1.3,80,
133,대전,2018-06-19 14:00,21.7,.5,2.5,89,
133,대전,2018-06-19 15:00,21.7,.7,1.2,87,
133,대전,2018-06-19 16:00,20.9,.7,1.1,86,
133,대전,2018-06-19 17:00,20.8,.3,1.2,88,
133,대전,2018-06-19 18:00,20.9,0,1.1,91,
133,대전,2018-06-19 19:00,20.7,0,.7,93,
133,대전,2018-06-19 20:00,20.2,0,.6,94,
133,대전,2018-06-19 21:00,20,,1.1,94,
133,대전,2018-06-19 22:00,19.8,,.8,96,
133,대전,2018-06-19 23:00,19.6,,1,97,
133,대전,2018-06-20 00:00,19.1,,1,97,
133,대전,2018-06-20 01:00,18.7,,1.3,97,
133,대전,2018-06-20 02:00,18.6,,1.2,97,
133,대전,2018-06-20 03:00,18.8,,.5,96,
133,대전,2018-06-20 04:00,19,,.5,96,
133,대전,2018-06-20 05:00,19.1,,.7,95,
133,대전,2018-06-20 06:00,19.2,,.4,95,
133,대전,2018-06-20 07:00,19.6,,.9,94,
133,대전,2018-06-20 08:00,20.8,,.3,88,
133,대전,2018-06-20 09:00,21.6,,1.9,84,
133,대전,2018-06-20 10:00,23.5,,2.4,74,
133,대전,2018-06-20 11:00,23.9,,1.9,71,
133,대전,2018-06-20 12:00,25.3,,1.6,67,
133,대전,2018-06-20 13:00,25.7,,1.8,62,
133,대전,2018-06-20 14:00,27.1,,1.3,57,
133,대전,2018-06-20 15:00,28,,1.7,51,
133,대전,2018-06-20 16:00,29,,1.6,46,
133,대전,2018-06-20 17:00,28.8,,1.5,45,
133,대전,2018-06-20 18:00,28.4,,2.1,47,
133,대전,2018-06-20 19:00,27.5,,2.9,49,
133,대전,2018-06-20 20:00,26.1,,1.7,67,
133,대전,2018-06-20 21:00,24.8,,1.1,75,
133,대전,2018-06-20 22:00,23.5,,1.9,80,
133,대전,2018-06-20 23:00,22.3,,2.1,83,
133,대전,2018-06-21 00:00,21.3,,1.2,84,
133,대전,2018-06-21 01:00,20.5,,1.2,87,
133,대전,2018-06-21 02:00,19.9,,.7,89,
133,대전,2018-06-21 03:00,19.4,,.9,91,
133,대전,2018-06-21 04:00,19.4,,.7,89,
133,대전,2018-06-21 05:00,19,,1.3,91,
133,대전,2018-06-21 06:00,18.9,,.6,90,
133,대전,2018-06-21 07:00,19.4,,1.1,88,
133,대전,2018-06-21 08:00,20.2,,2.3,81,
133,대전,2018-06-21 09:00,21.6,,.7,77,
133,대전,2018-06-21 10:00,23.4,,1.6,68,
133,대전,2018-06-21 11:00,25.2,,1.7,59,
133,대전,2018-06-21 12:00,26.9,,2.3,49,
133,대전,2018-06-21 13:00,28.5,,2,46,
133,대전,2018-06-21 14:00,29,,2,39,
133,대전,2018-06-21 15:00,29.8,,2.7,31,
133,대전,2018-06-21 16:00,29.7,,2.4,28,
133,대전,2018-06-21 17:00,29.6,,3.1,27,
133,대전,2018-06-21 18:00,29.1,,2.4,30,
133,대전,2018-06-21 19:00,27.4,,2.1,32,
133,대전,2018-06-21 20:00,24.8,,1.4,38,
133,대전,2018-06-21 21:00,23.4,,.6,45,
133,대전,2018-06-21 22:00,22.3,,1.2,51,
133,대전,2018-06-21 23:00,21.1,,1.3,58,
133,대전,2018-06-22 00:00,20.5,,1.2,62,
133,대전,2018-06-22 01:00,19.5,,1.2,68,
133,대전,2018-06-22 02:00,19,,.9,72,
133,대전,2018-06-22 03:00,18.3,,1.1,76,
133,대전,2018-06-22 04:00,17.9,,1.3,79,
133,대전,2018-06-22 05:00,17.3,,.4,82,
133,대전,2018-06-22 06:00,17.4,,.8,85,
133,대전,2018-06-22 07:00,19.3,,.5,81,
133,대전,2018-06-22 08:00,21.1,,.2,75,
133,대전,2018-06-22 09:00,23.6,,.9,62,
133,대전,2018-06-22 10:00,26.3,,1.3,51,
133,대전,2018-06-22 11:00,28.8,,1.7,37,
133,대전,2018-06-22 12:00,30,,.9,32,
133,대전,2018-06-22 13:00,30.9,,1.5,26,
133,대전,2018-06-22 14:00,31.7,,1.2,29,
133,대전,2018-06-22 15:00,31.7,,2,26,
133,대전,2018-06-22 16:00,30.8,,1.8,29,
133,대전,2018-06-22 17:00,30.6,,1.7,29,
133,대전,2018-06-22 18:00,29.4,,2.2,41,
133,대전,2018-06-22 19:00,28,,1.1,49,
133,대전,2018-06-22 20:00,26.7,,.7,53,
133,대전,2018-06-22 21:00,26,,1.2,54,
133,대전,2018-06-22 22:00,25.1,,1.5,54,
133,대전,2018-06-22 23:00,24.4,,1.4,53,
133,대전,2018-06-23 00:00,23.6,,1.5,50,
133,대전,2018-06-23 01:00,22.9,,.5,55,
133,대전,2018-06-23 02:00,22.4,,1.5,52,
133,대전,2018-06-23 03:00,21.7,,1,62,
133,대전,2018-06-23 04:00,21.2,,1,63,
133,대전,2018-06-23 05:00,20.5,,.4,65,
133,대전,2018-06-23 06:00,20.2,,.5,69,
133,대전,2018-06-23 07:00,20.4,,.8,68,
133,대전,2018-06-23 08:00,23,,.6,48,
133,대전,2018-06-23 09:00,24,,.4,49,
133,대전,2018-06-23 10:00,26.1,,1.6,41,
133,대전,2018-06-23 11:00,27.6,,1.6,34,
133,대전,2018-06-23 12:00,27.6,,3.6,36,
133,대전,2018-06-23 13:00,29,,4,38,
133,대전,2018-06-23 14:00,29.5,,3.4,39,
133,대전,2018-06-23 15:00,29.5,,4.5,43,
133,대전,2018-06-23 16:00,29.4,,3.6,43,
133,대전,2018-06-23 17:00,28.5,,2.7,42,
133,대전,2018-06-23 18:00,27.7,,1.2,45,
133,대전,2018-06-23 19:00,25.9,,2.5,47,
133,대전,2018-06-23 20:00,24.4,,1.8,63,
133,대전,2018-06-23 21:00,23.5,,.9,68,
133,대전,2018-06-23 22:00,22.7,,2.1,73,
133,대전,2018-06-23 23:00,22.1,,2,81,
133,대전,2018-06-24 00:00,21.5,,1.9,87,
133,대전,2018-06-24 01:00,21.1,,2,89,
133,대전,2018-06-24 02:00,21,,1.4,89,
133,대전,2018-06-24 03:00,20.8,,1,90,
133,대전,2018-06-24 04:00,20.2,,1.4,89,
133,대전,2018-06-24 05:00,19.8,,1,90,
133,대전,2018-06-24 06:00,19.6,,.5,92,
133,대전,2018-06-24 07:00,20.4,,.8,89,
133,대전,2018-06-24 08:00,22.4,,.6,83,
133,대전,2018-06-24 09:00,24.1,,.8,75,
133,대전,2018-06-24 10:00,25.9,,1.1,66,
133,대전,2018-06-24 11:00,28.4,,1.1,57,
133,대전,2018-06-24 12:00,29.9,,1.4,47,
133,대전,2018-06-24 13:00,31.3,,2.1,41,
133,대전,2018-06-24 14:00,32.4,,2.4,39,
133,대전,2018-06-24 15:00,33.5,,2.1,34,
