지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),적설(cm)
133,대전,2018-01-21 10:00,-1.9,,.1,97,
133,대전,2018-01-21 11:00,.8,,.6,91,
133,대전,2018-01-21 12:00,2.8,,1.5,82,
133,대전,2018-01-21 13:00,5.4,,2.4,69,
133,대전,2018-01-21 14:00,5.8,,2.1,38,
133,대전,2018-01-21 15:00,6.2,,1.6,38,
133,대전,2018-01-21 16:00,5.8,,1.8,26,
133,대전,2018-01-21 17:00,4.9,,.1,31,
133,대전,2018-01-21 18:00,3.8,,.9,37,
133,대전,2018-01-21 19:00,3.2,,1.2,38,
133,대전,2018-01-21 20:00,2.5,,.9,44,
133,대전,2018-01-21 21:00,2.3,,.7,45,
133,대전,2018-01-21 22:00,2.2,,.5,49,
133,대전,2018-01-21 23:00,1.9,,.7,51,
133,대전,2018-01-22 00:00,1.6,,.4,52,
133,대전,2018-01-22 01:00,1.4,,.3,51,
133,대전,2018-01-22 02:00,1.3,,.8,54,
133,대전,2018-01-22 03:00,1.1,,.7,55,
133,대전,2018-01-22 04:00,.8,,.6,60,
133,대전,2018-01-22 05:00,.9,,.2,57,
133,대전,2018-01-22 06:00,.9,,.9,60,
133,대전,2018-01-22 07:00,.6,,1.2,60,
133,대전,2018-01-22 08:00,.7,,.4,64,
133,대전,2018-01-22 09:00,1.1,,.4,62,
133,대전,2018-01-22 10:00,2.1,,.8,60,
133,대전,2018-01-22 11:00,3.2,,.6,58,
133,대전,2018-01-22 12:00,5.1,,.5,51,
133,대전,2018-01-22 13:00,6.6,,1.7,43,
133,대전,2018-01-22 14:00,7.8,,2.7,39,
133,대전,2018-01-22 15:00,7.7,,3,41,
133,대전,2018-01-22 16:00,6.7,,2.9,54,
133,대전,2018-01-22 17:00,5,,4.2,73,
133,대전,2018-01-22 18:00,4.4,.2,1.6,83,
133,대전,2018-01-22 19:00,4,,1.2,91,
133,대전,2018-01-22 20:00,4.2,,2.8,88,
133,대전,2018-01-22 21:00,3.8,.6,4.6,83,
133,대전,2018-01-22 22:00,1.6,,2,81,
133,대전,2018-01-22 23:00,.5,,2.6,75,
133,대전,2018-01-23 00:00,-.4,,2.4,74,
133,대전,2018-01-23 01:00,-1,,4,64,
133,대전,2018-01-23 02:00,-2.4,,2.8,65,
133,대전,2018-01-23 03:00,-3.1,,3.6,58,
133,대전,2018-01-23 04:00,-4.1,,4.6,71,
133,대전,2018-01-23 05:00,-5.8,,4,49,
133,대전,2018-01-23 06:00,-6.5,0,2.2,49,
133,대전,2018-01-23 07:00,-6.7,,3.4,49,
133,대전,2018-01-23 08:00,-6.9,,3.8,47,
133,대전,2018-01-23 09:00,-7.3,,5,46,
133,대전,2018-01-23 10:00,-7.8,,3.9,44,
133,대전,2018-01-23 11:00,-7,,4.5,42,
133,대전,2018-01-23 12:00,-6.7,,3.1,42,
133,대전,2018-01-23 13:00,-5.2,,3.4,40,
133,대전,2018-01-23 14:00,-4.9,,3.5,38,
133,대전,2018-01-23 15:00,-5.1,,3.1,36,
133,대전,2018-01-23 16:00,-5.2,,2.5,42,
133,대전,2018-01-23 17:00,-7.1,,2.5,47,
133,대전,2018-01-23 18:00,-8.2,,2.4,53,
133,대전,2018-01-23 19:00,-9,,1.8,57,
133,대전,2018-01-23 20:00,-9.9,,.6,59,
133,대전,2018-01-23 21:00,-10.3,,1,63,
133,대전,2018-01-23 22:00,-10.9,,.3,65,
133,대전,2018-01-23 23:00,-11.1,,1,69,
133,대전,2018-01-24 00:00,-11,,1.3,75,
133,대전,2018-01-24 01:00,-11,,2.2,75,
133,대전,2018-01-24 02:00,-11.8,,3.9,51,
133,대전,2018-01-24 03:00,-13,,2.4,46,
133,대전,2018-01-24 04:00,-13.6,,2.5,38,
133,대전,2018-01-24 05:00,-14.3,,.8,41,
133,대전,2018-01-24 06:00,-14.7,,.9,41,
133,대전,2018-01-24 07:00,-15,,1.8,42,
133,대전,2018-01-24 08:00,-15,,.9,42,
133,대전,2018-01-24 09:00,-13.2,,3.6,34,
133,대전,2018-01-24 10:00,-11.6,,2.8,34,
133,대전,2018-01-24 11:00,-10.6,,3.4,35,
133,대전,2018-01-24 12:00,-9.2,,2.9,35,
133,대전,2018-01-24 13:00,-8.5,,3.1,37,
133,대전,2018-01-24 14:00,-7.7,,3.5,39,
133,대전,2018-01-24 15:00,-7.9,,3.8,40,
133,대전,2018-01-24 16:00,-8,,2.5,44,
133,대전,2018-01-24 17:00,-9.3,,2.5,50,
133,대전,2018-01-24 18:00,-10.3,,2.3,56,
133,대전,2018-01-24 19:00,-11.2,,.6,60,
133,대전,2018-01-24 20:00,-11.8,,.8,60,
133,대전,2018-01-24 21:00,-12.2,,1.3,67,
133,대전,2018-01-24 22:00,-12.5,,1.5,67,
133,대전,2018-01-24 23:00,-12.9,,.9,69,
133,대전,2018-01-25 00:00,-13.4,,.9,68,
133,대전,2018-01-25 01:00,-13.4,,1.7,68,
133,대전,2018-01-25 02:00,-14,,.9,66,
133,대전,2018-01-25 03:00,-13.9,,1.6,67,
133,대전,2018-01-25 04:00,-14.5,,.9,62,
133,대전,2018-01-25 05:00,-15.1,,.6,58,
133,대전,2018-01-25 06:00,-15.7,,.5,60,
133,대전,2018-01-25 07:00,-16,,1,62,
133,대전,2018-01-25 08:00,-15.9,,.8,62,
133,대전,2018-01-25 09:00,-13.4,,.9,55,
133,대전,2018-01-25 10:00,-11.8,,.9,53,
133,대전,2018-01-25 11:00,-10.2,,1.8,49,
133,대전,2018-01-25 12:00,-8.7,,2.3,46,
133,대전,2018-01-25 13:00,-7,,3.2,40,
133,대전,2018-01-25 14:00,-6.4,,3.7,36,
133,대전,2018-01-25 15:00,-5.7,,3.6,32,
133,대전,2018-01-25 16:00,-5.6,,3.1,31,
133,대전,2018-01-25 17:00,-7.1,,3.8,34,
133,대전,2018-01-25 18:00,-8.1,,2.1,42,
133,대전,2018-01-25 19:00,-8.7,,2.3,46,
133,대전,2018-01-25 20:00,-9.4,,2.7,50,
133,대전,2018-01-25 21:00,-9.9,,3.1,52,
133,대전,2018-01-25 22:00,-10.6,,2.4,56,
133,대전,2018-01-25 23:00,-11.5,,2.2,59,
133,대전,2018-01-26 00:00,-12.2,,2.2,59,
133,대전,2018-01-26 01:00,-13,,1.3,60,
133,대전,2018-01-26 02:00,-13.9,,.8,60,
133,대전,2018-01-26 03:00,-14.6,,.9,61,
133,대전,2018-01-26 04:00,-15,,.8,62,
133,대전,2018-01-26 05:00,-15.6,,.7,65,
133,대전,2018-01-26 06:00,-15.6,,.7,68,
133,대전,2018-01-26 07:00,-16,,.6,71,
133,대전,2018-01-26 08:00,-15.7,,1.1,71,
133,대전,2018-01-26 09:00,-13.3,,1,67,
133,대전,2018-01-26 10:00,-11.3,,2.9,56,
133,대전,2018-01-26 11:00,-9.7,,2.8,50,
133,대전,2018-01-26 12:00,-8.5,,3.4,44,
133,대전,2018-01-26 13:00,-6.8,,2.7,39,
133,대전,2018-01-26 14:00,-6.4,,3.7,35,
133,대전,2018-01-26 15:00,-5.2,,2.7,34,
133,대전,2018-01-26 16:00,-5.7,,3,35,
133,대전,2018-01-26 17:00,-7.8,,2.7,52,
133,대전,2018-01-26 18:00,-9.8,,2.4,62,
133,대전,2018-01-26 19:00,-11.3,,2.1,67,
133,대전,2018-01-26 20:00,-12.1,,2,67,
133,대전,2018-01-26 21:00,-12.8,,1,67,
133,대전,2018-01-26 22:00,-13.4,,.6,67,
133,대전,2018-01-26 23:00,-14.3,,.8,70,
133,대전,2018-01-27 00:00,-14.4,,.3,72,
133,대전,2018-01-27 01:00,-14,,.6,72,
133,대전,2018-01-27 02:00,-14.2,,1,75,
133,대전,2018-01-27 03:00,-14.7,,1,75,
133,대전,2018-01-27 04:00,-15.2,,.9,70,
133,대전,2018-01-27 05:00,-15.4,,.3,70,
133,대전,2018-01-27 06:00,-15.1,,1.2,74,
133,대전,2018-01-27 07:00,-15.4,,1,75,
133,대전,2018-01-27 08:00,-15.6,,.7,78,
133,대전,2018-01-27 09:00,-13.6,,.3,80,
133,대전,2018-01-27 10:00,-11.3,,.6,67,
133,대전,2018-01-27 11:00,-8.9,,.8,54,
133,대전,2018-01-27 12:00,-6.6,,1.2,44,
133,대전,2018-01-27 13:00,-4.4,,1.1,38,
133,대전,2018-01-27 14:00,-3,,1.1,31,
133,대전,2018-01-27 15:00,-2.3,,1.1,27,
133,대전,2018-01-27 16:00,-1.2,,1.2,26,
133,대전,2018-01-27 17:00,-2.6,,1.8,29,
133,대전,2018-01-27 18:00,-3.8,,1.3,33,
133,대전,2018-01-27 19:00,-4.5,,.8,35,
133,대전,2018-01-27 20:00,-5.2,,1,37,
133,대전,2018-01-27 21:00,-5.4,,.9,41,
133,대전,2018-01-27 22:00,-5.5,,1.1,41,
133,대전,2018-01-27 23:00,-5.9,,1.6,44,
133,대전,2018-01-28 00:00,-6.2,,.4,47,
133,대전,2018-01-28 01:00,-6.2,,.4,49,
133,대전,2018-01-28 02:00,-6.1,,.5,49,
133,대전,2018-01-28 03:00,-6.1,,.2,49,
133,대전,2018-01-28 04:00,-6,,.7,47,
133,대전,2018-01-28 05:00,-6.3,,.4,49,
133,대전,2018-01-28 06:00,-6.3,,.6,43,
133,대전,2018-01-28 07:00,-6.4,,.2,43,
133,대전,2018-01-28 08:00,-6.6,,.4,46,
133,대전,2018-01-28 09:00,-5.4,,1.1,45,
133,대전,2018-01-28 10:00,-3.3,,.7,42,
133,대전,2018-01-28 11:00,-2.1,,2.3,39,
133,대전,2018-01-28 12:00,-.4,,1.2,33,
133,대전,2018-01-28 13:00,.8,,1.6,33,
133,대전,2018-01-28 14:00,1.4,,3.1,33,
133,대전,2018-01-28 15:00,1.3,,3.5,37,
133,대전,2018-01-28 16:00,.8,,3.3,39,
133,대전,2018-01-28 17:00,.1,,3.3,44,
133,대전,2018-01-28 18:00,-.8,,3.5,49,
133,대전,2018-01-28 19:00,-1.9,,2.8,56,
133,대전,2018-01-28 20:00,-3,,3.4,60,
133,대전,2018-01-28 21:00,-3.6,,3.8,45,
133,대전,2018-01-28 22:00,-5,,2.2,43,
133,대전,2018-01-28 23:00,-6.1,,1.8,47,
133,대전,2018-01-29 00:00,-7.1,,.8,52,
133,대전,2018-01-29 01:00,-7.4,,1.7,57,
133,대전,2018-01-29 02:00,-8.3,,1.1,59,
133,대전,2018-01-29 03:00,-9.1,,1,64,
133,대전,2018-01-29 04:00,-9,,.9,68,
133,대전,2018-01-29 05:00,-8.8,,.9,69,
133,대전,2018-01-29 06:00,-8.7,,1.2,70,
133,대전,2018-01-29 07:00,-8.6,,1.4,70,
133,대전,2018-01-29 08:00,-9.2,,.7,55,
133,대전,2018-01-29 09:00,-7.9,,.3,50,
133,대전,2018-01-29 10:00,-5.8,,2,38,
133,대전,2018-01-29 11:00,-4.9,,2.4,39,
133,대전,2018-01-29 12:00,-4.2,,3.2,40,
133,대전,2018-01-29 13:00,-3.8,,3.7,41,
133,대전,2018-01-29 14:00,-3,,3.2,35,
133,대전,2018-01-29 15:00,-2.9,,2.8,33,
133,대전,2018-01-29 16:00,-3.1,,4.3,33,
133,대전,2018-01-29 17:00,-4,,4,37,
133,대전,2018-01-29 18:00,-5.2,,2.1,40,
133,대전,2018-01-29 19:00,-6.3,,1.6,45,
133,대전,2018-01-29 20:00,-6.9,,2,50,
133,대전,2018-01-29 21:00,-7.1,,1.9,55,
133,대전,2018-01-29 22:00,-7.5,,1.4,58,
133,대전,2018-01-29 23:00,-8.3,,1,61,
133,대전,2018-01-30 00:00,-9,,.4,68,
133,대전,2018-01-30 01:00,-9.1,,.6,73,
133,대전,2018-01-30 02:00,-9.4,,.4,76,
133,대전,2018-01-30 03:00,-9.7,,.8,78,
133,대전,2018-01-30 04:00,-10.3,,.6,80,
133,대전,2018-01-30 05:00,-11,,.4,79,
133,대전,2018-01-30 06:00,-11,,.4,84,
133,대전,2018-01-30 07:00,-11.2,,1.1,84,
133,대전,2018-01-30 08:00,-11.5,,.8,84,
133,대전,2018-01-30 09:00,-9.5,,.2,82,
133,대전,2018-01-30 10:00,-5.7,,.9,69,
133,대전,2018-01-30 11:00,-3.3,,1.8,46,
133,대전,2018-01-30 12:00,-1.4,,.8,36,
133,대전,2018-01-30 13:00,-.2,,1.6,37,
133,대전,2018-01-30 14:00,1,,2.5,39,
133,대전,2018-01-30 15:00,1.5,,1.3,39,
133,대전,2018-01-30 16:00,.9,,2,42,
133,대전,2018-01-30 17:00,.1,,2.1,46,
133,대전,2018-01-30 18:00,-.6,,1,51,
133,대전,2018-01-30 19:00,-1.5,,2.4,59,
133,대전,2018-01-30 20:00,-2.1,,1.3,65,
133,대전,2018-01-30 21:00,-2.2,,1.7,68,
133,대전,2018-01-30 22:00,-2.1,,1.6,66,
133,대전,2018-01-30 23:00,-2.2,,2.6,69,
133,대전,2018-01-31 00:00,-2.2,,1.5,71,
133,대전,2018-01-31 01:00,-2,,1.8,68,
133,대전,2018-01-31 02:00,-2.7,,1.2,69,
133,대전,2018-01-31 03:00,-3.1,,2.3,74,
133,대전,2018-01-31 04:00,-2.4,,2.3,74,
133,대전,2018-01-31 05:00,-2.4,,1.7,76,
133,대전,2018-01-31 06:00,-2.3,,1.4,79,
133,대전,2018-01-31 07:00,-1.8,,1.6,79,
133,대전,2018-01-31 08:00,-2.7,,1.2,79,
133,대전,2018-01-31 09:00,-1.9,,.7,79,
133,대전,2018-01-31 10:00,.8,,1,71,
133,대전,2018-01-31 11:00,2,,1.2,56,
133,대전,2018-01-31 12:00,3.1,,1.5,37,
133,대전,2018-01-31 13:00,3,,1.4,37,
133,대전,2018-01-31 14:00,3.7,,2,37,
133,대전,2018-01-31 15:00,3.1,,1.7,37,
133,대전,2018-01-31 16:00,2.7,,1.2,33,
133,대전,2018-01-31 17:00,2.2,,1,34,
133,대전,2018-01-31 18:00,1.4,,1.5,34,
133,대전,2018-01-31 19:00,.8,,1.8,34,
133,대전,2018-01-31 20:00,.1,,1.5,36,
133,대전,2018-01-31 21:00,0,,.6,34,
133,대전,2018-01-31 22:00,-.2,,.3,35,
133,대전,2018-01-31 23:00,-.4,,2,36,
133,대전,2018-02-01 00:00,-1,,1,43,
133,대전,2018-02-01 01:00,-1.9,,.7,53,
133,대전,2018-02-01 02:00,-2.4,,1.1,56,
133,대전,2018-02-01 03:00,-3.2,,1,61,
133,대전,2018-02-01 04:00,-3.8,,1.3,64,
133,대전,2018-02-01 05:00,-4.7,,.4,67,
133,대전,2018-02-01 06:00,-5.4,,.4,69,
133,대전,2018-02-01 07:00,-6.1,,1,74,
133,대전,2018-02-01 08:00,-6.6,,.1,74,
133,대전,2018-02-01 09:00,-4.7,,.6,71,
133,대전,2018-02-01 10:00,-1.8,,.7,55,
133,대전,2018-02-01 11:00,-.5,,1.2,47,
133,대전,2018-02-01 12:00,1,,1.2,35,
133,대전,2018-02-01 13:00,2.6,,2.1,25,
133,대전,2018-02-01 14:00,2.9,,2.3,24,
133,대전,2018-02-01 15:00,3.4,,2.1,20,
133,대전,2018-02-01 16:00,3.6,,2,21,
133,대전,2018-02-01 17:00,2.2,,2,24,
133,대전,2018-02-01 18:00,.4,,2.3,29,
133,대전,2018-02-01 19:00,-1.3,,1.1,34,
133,대전,2018-02-01 20:00,-2.5,,.3,37,
133,대전,2018-02-01 21:00,-3.4,,1.2,40,
133,대전,2018-02-01 22:00,-4.1,,.5,43,
133,대전,2018-02-01 23:00,-4.3,,.6,45,
133,대전,2018-02-02 00:00,-4.8,,.9,49,
133,대전,2018-02-02 01:00,-5.6,,.3,53,
133,대전,2018-02-02 02:00,-6.5,,.3,58,
133,대전,2018-02-02 03:00,-7.1,,.2,61,
133,대전,2018-02-02 04:00,-7.4,,.9,65,
133,대전,2018-02-02 05:00,-7.7,,.9,67,
133,대전,2018-02-02 06:00,-8.3,,.3,70,
133,대전,2018-02-02 07:00,-8.7,,.6,72,
133,대전,2018-02-02 08:00,-8.7,,.7,76,
133,대전,2018-02-02 09:00,-7.1,,.6,73,
133,대전,2018-02-02 10:00,-3.8,,.6,61,
133,대전,2018-02-02 11:00,-1.2,,.9,51,
133,대전,2018-02-02 12:00,1.1,,1,40,
133,대전,2018-02-02 13:00,1.8,,2.4,30,
133,대전,2018-02-02 14:00,3.2,,2.5,28,
133,대전,2018-02-02 15:00,3.8,,2.5,26,
133,대전,2018-02-02 16:00,4,,1.4,25,
133,대전,2018-02-02 17:00,3.1,,1.7,27,
133,대전,2018-02-02 18:00,1.4,,1.3,30,
133,대전,2018-02-02 19:00,-.4,,1.1,36,
133,대전,2018-02-02 20:00,-1.6,,.9,40,
133,대전,2018-02-02 21:00,-1.6,,1.3,40,
133,대전,2018-02-02 22:00,-2.4,,1,45,
133,대전,2018-02-02 23:00,-3.1,,.7,49,
133,대전,2018-02-03 00:00,-3.8,,.8,53,
133,대전,2018-02-03 01:00,-3.8,,.3,53,
133,대전,2018-02-03 02:00,-4.3,,.7,57,
133,대전,2018-02-03 03:00,-4.4,,.9,58,
133,대전,2018-02-03 04:00,-3.4,,2.1,73,
133,대전,2018-02-03 05:00,-3,,3.1,80,
133,대전,2018-02-03 06:00,-3.6,0,3.5,76,
133,대전,2018-02-03 07:00,-5,,3.8,69,
133,대전,2018-02-03 08:00,-5.9,,3.1,61,
133,대전,2018-02-03 09:00,-5.6,0,4.6,57,
133,대전,2018-02-03 10:00,-5,,3.7,53,
133,대전,2018-02-03 11:00,-3.9,,4.2,44,
133,대전,2018-02-03 12:00,-3,,4.3,40,
133,대전,2018-02-03 13:00,-2.3,,4.1,35,
133,대전,2018-02-03 14:00,-2.1,,4,34,
133,대전,2018-02-03 15:00,-2,,4.8,30,
133,대전,2018-02-03 16:00,-2.1,,4.2,32,
133,대전,2018-02-03 17:00,-3.3,,3.8,37,
133,대전,2018-02-03 18:00,-4.7,,4.4,41,
133,대전,2018-02-03 19:00,-5.8,,3.4,49,
133,대전,2018-02-03 20:00,-6.5,,2.8,59,
133,대전,2018-02-03 21:00,-6.8,,2.4,56,
133,대전,2018-02-03 22:00,-7.2,,3.9,57,
133,대전,2018-02-03 23:00,-7.7,,2.2,55,
133,대전,2018-02-04 00:00,-7.9,,2.8,57,
133,대전,2018-02-04 01:00,-8.6,,2.5,73,
133,대전,2018-02-04 02:00,-9.2,,2.6,68,
133,대전,2018-02-04 03:00,-10,,1.1,61,
133,대전,2018-02-04 04:00,-10.6,,1.2,64,
133,대전,2018-02-04 05:00,-10.6,,.6,67,
133,대전,2018-02-04 06:00,-10.2,0,1.3,81,0
133,대전,2018-02-04 07:00,-10.9,,.8,83,.1
133,대전,2018-02-04 08:00,-11.1,,.4,81,.1
133,대전,2018-02-04 09:00,-9.4,0,1,72,0
133,대전,2018-02-04 10:00,-7.7,,2.6,58,0
133,대전,2018-02-04 11:00,-6.4,,1.9,53,
133,대전,2018-02-04 12:00,-4.7,,1.8,45,
133,대전,2018-02-04 13:00,-4.2,,3.9,36,
133,대전,2018-02-04 14:00,-3.5,,3.9,30,
133,대전,2018-02-04 15:00,-3.1,,3.9,28,
133,대전,2018-02-04 16:00,-3.2,,3.9,29,
133,대전,2018-02-04 17:00,-4.1,,2.6,33,
133,대전,2018-02-04 18:00,-5.4,,2.8,38,
133,대전,2018-02-04 19:00,-6.6,,2.2,43,
133,대전,2018-02-04 20:00,-7.5,,1.6,49,
133,대전,2018-02-04 21:00,-7.6,,1.5,53,
133,대전,2018-02-04 22:00,-7.8,,2,56,
133,대전,2018-02-04 23:00,-8.1,,1.5,58,
133,대전,2018-02-05 00:00,-8.4,,1.4,57,
133,대전,2018-02-05 01:00,-9.3,,.9,61,
133,대전,2018-02-05 02:00,-9.8,,1.3,66,
133,대전,2018-02-05 03:00,-10.8,,.8,65,
133,대전,2018-02-05 04:00,-11.1,,.9,62,
133,대전,2018-02-05 05:00,-11.2,,1.1,69,
133,대전,2018-02-05 06:00,-11.7,,1.2,71,
133,대전,2018-02-05 07:00,-12.4,,1.5,76,
133,대전,2018-02-05 08:00,-11.9,,1.2,76,
133,대전,2018-02-05 09:00,-10.4,,.4,70,
133,대전,2018-02-05 10:00,-7.9,,1.4,64,
133,대전,2018-02-05 11:00,-6,,3.6,50,
133,대전,2018-02-05 12:00,-4.8,,3.6,45,
133,대전,2018-02-05 13:00,-3.1,,4.1,32,
133,대전,2018-02-05 14:00,-2.8,,5.9,24,
133,대전,2018-02-05 15:00,-3.4,,7,22,
133,대전,2018-02-05 16:00,-3.6,,4.6,27,
133,대전,2018-02-05 17:00,-5.1,,5.3,30,
133,대전,2018-02-05 18:00,-6.2,,2.6,36,
133,대전,2018-02-05 19:00,-7.1,,2.2,44,
133,대전,2018-02-05 20:00,-7.9,,1.9,49,
133,대전,2018-02-05 21:00,-8.3,,1.7,52,
133,대전,2018-02-05 22:00,-8.5,,2.6,54,
133,대전,2018-02-05 23:00,-8.6,,1.8,55,
133,대전,2018-02-06 00:00,-9.1,,1.5,56,
133,대전,2018-02-06 01:00,-9.9,,.9,70,
133,대전,2018-02-06 02:00,-10.7,,.7,70,
133,대전,2018-02-06 03:00,-11.4,,.9,67,
133,대전,2018-02-06 04:00,-11.8,,1.1,74,
133,대전,2018-02-06 05:00,-12.1,,1.4,78,
133,대전,2018-02-06 06:00,-12.2,,1,79,
133,대전,2018-02-06 07:00,-12.8,,1.2,81,
133,대전,2018-02-06 08:00,-13,,.4,82,
133,대전,2018-02-06 09:00,-10.9,,.5,77,
133,대전,2018-02-06 10:00,-8,,2.1,60,
133,대전,2018-02-06 11:00,-7.3,,3.6,51,
133,대전,2018-02-06 12:00,-5.6,,4.7,38,
133,대전,2018-02-06 13:00,-4.7,,4.6,36,
133,대전,2018-02-06 14:00,-4,,4.8,30,
133,대전,2018-02-06 15:00,-3.6,,4,28,
133,대전,2018-02-06 16:00,-3.9,,3.8,23,
133,대전,2018-02-06 17:00,-4.7,,2.6,32,
133,대전,2018-02-06 18:00,-6.1,,3.7,38,
133,대전,2018-02-06 19:00,-7.1,,2.2,46,
133,대전,2018-02-06 20:00,-7.5,,2,52,
133,대전,2018-02-06 21:00,-7.6,,1.6,56,
133,대전,2018-02-06 22:00,-7.7,,1.1,58,
133,대전,2018-02-06 23:00,-7.9,,2.2,66,
133,대전,2018-02-07 00:00,-8.4,.2,.7,82,.6
133,대전,2018-02-07 01:00,-9.6,,1.8,79,.6
133,대전,2018-02-07 02:00,-11.2,,.9,76,.6
133,대전,2018-02-07 03:00,-12.3,0,1,72,.6
133,대전,2018-02-07 04:00,-12.9,,.8,71,.6
133,대전,2018-02-07 05:00,-12.9,,.5,74,.6
133,대전,2018-02-07 06:00,-13.4,,1.1,79,.6
133,대전,2018-02-07 07:00,-13.8,,1.1,81,.6
133,대전,2018-02-07 08:00,-13.6,,.6,81,.6
133,대전,2018-02-07 09:00,-11.5,,.3,76,.6
133,대전,2018-02-07 10:00,-8.3,,1.5,61,.5
133,대전,2018-02-07 11:00,-6.7,,1.6,50,0
133,대전,2018-02-07 12:00,-4.9,,.9,45,
133,대전,2018-02-07 13:00,-3.1,,1.1,32,
133,대전,2018-02-07 14:00,-1.3,,1.6,31,
133,대전,2018-02-07 15:00,-.7,,1.9,31,
133,대전,2018-02-07 16:00,-.7,,1.5,29,
133,대전,2018-02-07 17:00,-1,,1.1,30,
133,대전,2018-02-07 18:00,-2.5,,1,35,
133,대전,2018-02-07 19:00,-3.6,,.8,39,
133,대전,2018-02-07 20:00,-5,,1,43,
133,대전,2018-02-07 21:00,-6,,1.2,49,
133,대전,2018-02-07 22:00,-6.1,,.9,52,
133,대전,2018-02-07 23:00,-6.8,,.9,55,
133,대전,2018-02-08 00:00,-7.2,,.8,58,
133,대전,2018-02-08 01:00,-7.7,,.4,63,
133,대전,2018-02-08 02:00,-8.4,,1.4,66,
133,대전,2018-02-08 03:00,-9.2,,.9,69,
133,대전,2018-02-08 04:00,-9.6,,.7,72,
133,대전,2018-02-08 05:00,-10.3,,.9,75,
133,대전,2018-02-08 06:00,-10.7,,.6,76,
133,대전,2018-02-08 07:00,-10.6,,1.2,79,
133,대전,2018-02-08 08:00,-10.7,,1.2,78,
133,대전,2018-02-08 09:00,-9.2,,.3,76,
133,대전,2018-02-08 10:00,-5.8,,.6,63,
133,대전,2018-02-08 11:00,-2.4,,.5,47,
133,대전,2018-02-08 12:00,-.3,,1.7,38,
133,대전,2018-02-08 13:00,1.2,,1.5,33,
133,대전,2018-02-08 14:00,3.3,,1.7,28,
133,대전,2018-02-08 15:00,4.3,,.6,26,
133,대전,2018-02-08 16:00,4.3,,1.4,25,
133,대전,2018-02-08 17:00,3.1,,2.3,28,
133,대전,2018-02-08 18:00,1.5,,1,31,
133,대전,2018-02-08 19:00,-.1,,1.3,36,
133,대전,2018-02-08 20:00,-1,,.2,37,
133,대전,2018-02-08 21:00,-2.3,,.7,44,
133,대전,2018-02-08 22:00,-3,,.3,46,
133,대전,2018-02-08 23:00,-3.8,,1.5,52,
133,대전,2018-02-09 00:00,-4.4,,.3,55,
133,대전,2018-02-09 01:00,-5.1,,0,58,
133,대전,2018-02-09 02:00,-5.6,,.6,60,
133,대전,2018-02-09 03:00,-5.1,,.5,61,
133,대전,2018-02-09 04:00,-4.4,,.6,66,
133,대전,2018-02-09 05:00,-3.8,,.5,63,
133,대전,2018-02-09 06:00,-3.5,,.4,61,
133,대전,2018-02-09 07:00,-3.2,,.3,62,
133,대전,2018-02-09 08:00,-2.7,,.4,59,
133,대전,2018-02-09 09:00,-1.8,,1.2,59,
133,대전,2018-02-09 10:00,-.8,,.2,53,
133,대전,2018-02-09 11:00,1.1,,.8,46,
133,대전,2018-02-09 12:00,4.3,,1,38,
133,대전,2018-02-09 13:00,7.4,,2.2,42,
133,대전,2018-02-09 14:00,8.2,,2.5,44,
133,대전,2018-02-09 15:00,8.6,,1.9,43,
133,대전,2018-02-09 16:00,7.7,,3.1,47,
133,대전,2018-02-09 17:00,6.7,,1.7,49,
133,대전,2018-02-09 18:00,5.3,,1.1,56,
133,대전,2018-02-09 19:00,4.5,,1.4,61,
133,대전,2018-02-09 20:00,3.6,,.9,64,
133,대전,2018-02-09 21:00,2.8,,.9,67,
133,대전,2018-02-09 22:00,2.1,,.9,70,
133,대전,2018-02-09 23:00,1,,.6,73,
133,대전,2018-02-10 00:00,.4,,.5,77,
133,대전,2018-02-10 01:00,-.2,,1.3,78,
133,대전,2018-02-10 02:00,-.6,,1.4,80,
133,대전,2018-02-10 03:00,-1,,1.4,82,
133,대전,2018-02-10 04:00,-.9,,.8,82,
133,대전,2018-02-10 05:00,-.9,,.5,82,
133,대전,2018-02-10 06:00,-.7,,.7,82,
133,대전,2018-02-10 07:00,-.4,,1,82,
133,대전,2018-02-10 08:00,-.4,,.4,82,
133,대전,2018-02-10 09:00,.7,,.5,80,
133,대전,2018-02-10 10:00,1.9,,.4,79,
133,대전,2018-02-10 11:00,4.2,,1.5,70,
133,대전,2018-02-10 12:00,5.7,,2.9,48,
133,대전,2018-02-10 13:00,6,,2.8,31,
133,대전,2018-02-10 14:00,6.7,,2.7,26,
133,대전,2018-02-10 15:00,6.2,,3.2,30,
133,대전,2018-02-10 16:00,4.5,,4,31,
133,대전,2018-02-10 17:00,2.5,,4.6,24,
133,대전,2018-02-10 18:00,.9,,2.8,24,
133,대전,2018-02-10 19:00,-.1,,3,29,
133,대전,2018-02-10 20:00,-1.7,,4,46,
133,대전,2018-02-10 21:00,-2.6,,2.6,45,
133,대전,2018-02-10 22:00,-3.4,,3.4,37,
133,대전,2018-02-10 23:00,-4.2,,2.5,43,
133,대전,2018-02-11 00:00,-5.2,,.9,49,
133,대전,2018-02-11 01:00,-5.6,,1.7,53,
133,대전,2018-02-11 02:00,-5.9,,1.5,57,
